<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010103,193100,0.9308,0.9308,0.9307,0.9307,4
EURUSD,20010103,193200,0.9308,0.9309,0.9308,0.9309,4
EURUSD,20010103,193300,0.9308,0.9308,0.9308,0.9308,4
EURUSD,20010103,193400,0.9308,0.9310,0.9308,0.9310,4
EURUSD,20010103,193500,0.9310,0.9311,0.9310,0.9311,4
EURUSD,20010103,193600,0.9310,0.9310,0.9308,0.9308,4
EURUSD,20010103,193700,0.9308,0.9310,0.9308,0.9309,4
EURUSD,20010103,193800,0.9310,0.9315,0.9310,0.9315,4
EURUSD,20010103,193900,0.9316,0.9317,0.9315,0.9316,4
EURUSD,20010103,194000,0.9317,0.9321,0.9317,0.9319,4
EURUSD,20010103,194100,0.9317,0.9317,0.9312,0.9312,4
EURUSD,20010103,194200,0.9310,0.9310,0.9306,0.9306,4
EURUSD,20010103,194300,0.9306,0.9307,0.9306,0.9307,4
EURUSD,20010103,194400,0.9309,0.9309,0.9309,0.9309,4
EURUSD,20010103,194500,0.9308,0.9308,0.9307,0.9308,4
EURUSD,20010103,194600,0.9308,0.9308,0.9308,0.9308,4
EURUSD,20010103,194700,0.9308,0.9309,0.9305,0.9305,4
EURUSD,20010103,194800,0.9304,0.9304,0.9299,0.9299,4
EURUSD,20010103,194900,0.9293,0.9293,0.9286,0.9286,4
EURUSD,20010103,195000,0.9283,0.9283,0.9281,0.9281,4
EURUSD,20010103,195100,0.9279,0.9279,0.9273,0.9273,4
EURUSD,20010103,195200,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,195300,0.9274,0.9280,0.9274,0.9280,4
EURUSD,20010103,195400,0.9280,0.9280,0.9277,0.9278,4
EURUSD,20010103,195500,0.9277,0.9280,0.9277,0.9280,4
EURUSD,20010103,195600,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,195700,0.9280,0.9282,0.9280,0.9282,4
EURUSD,20010103,195800,0.9282,0.9283,0.9282,0.9283,4
EURUSD,20010103,195900,0.9284,0.9288,0.9284,0.9288,4
EURUSD,20010103,200000,0.9290,0.9290,0.9288,0.9288,4
EURUSD,20010103,200100,0.9289,0.9290,0.9287,0.9288,4
EURUSD,20010103,200200,0.9289,0.9296,0.9288,0.9296,4
EURUSD,20010103,200300,0.9297,0.9297,0.9295,0.9295,4
EURUSD,20010103,200400,0.9295,0.9295,0.9294,0.9294,4
EURUSD,20010103,200500,0.9293,0.9293,0.9292,0.9292,4
EURUSD,20010103,200600,0.9293,0.9293,0.9292,0.9293,4
EURUSD,20010103,200700,0.9295,0.9295,0.9294,0.9295,4
EURUSD,20010103,200800,0.9296,0.9296,0.9295,0.9295,4
EURUSD,20010103,201000,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010103,201100,0.9293,0.9293,0.9290,0.9290,4
EURUSD,20010103,201200,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010103,201300,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010103,201400,0.9291,0.9291,0.9290,0.9290,4
EURUSD,20010103,201500,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010103,201600,0.9289,0.9290,0.9289,0.9290,4
EURUSD,20010103,201700,0.9289,0.9289,0.9288,0.9288,4
EURUSD,20010103,201800,0.9287,0.9287,0.9285,0.9285,4
EURUSD,20010103,201900,0.9285,0.9285,0.9285,0.9285,4
EURUSD,20010103,202000,0.9284,0.9284,0.9284,0.9284,4
EURUSD,20010103,202100,0.9284,0.9284,0.9280,0.9280,4
EURUSD,20010103,202200,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,202300,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,202400,0.9281,0.9281,0.9279,0.9279,4
EURUSD,20010103,202500,0.9279,0.9279,0.9277,0.9277,4
EURUSD,20010103,202600,0.9277,0.9277,0.9277,0.9277,4
EURUSD,20010103,202700,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,202900,0.9280,0.9281,0.9280,0.9281,4
EURUSD,20010103,203100,0.9281,0.9283,0.9281,0.9283,4
EURUSD,20010103,203300,0.9283,0.9283,0.9281,0.9282,4
EURUSD,20010103,203400,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010103,203500,0.9283,0.9285,0.9283,0.9285,4
EURUSD,20010103,203600,0.9284,0.9284,0.9284,0.9284,4
EURUSD,20010103,203700,0.9284,0.9284,0.9283,0.9283,4
EURUSD,20010103,203800,0.9284,0.9284,0.9283,0.9283,4
EURUSD,20010103,203900,0.9283,0.9283,0.9282,0.9283,4
EURUSD,20010103,204000,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,204100,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,204200,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,204300,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,204400,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,204600,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,204700,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,204800,0.9280,0.9280,0.9275,0.9275,4
EURUSD,20010103,204900,0.9279,0.9279,0.9277,0.9278,4
EURUSD,20010103,205000,0.9277,0.9278,0.9277,0.9278,4
EURUSD,20010103,205100,0.9277,0.9277,0.9276,0.9276,4
EURUSD,20010103,205200,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,205300,0.9277,0.9278,0.9277,0.9278,4
EURUSD,20010103,205400,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,205500,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,205700,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,205900,0.9281,0.9283,0.9281,0.9283,4
EURUSD,20010103,210000,0.9284,0.9284,0.9284,0.9284,4
EURUSD,20010103,210100,0.9284,0.9287,0.9284,0.9287,4
EURUSD,20010103,210200,0.9287,0.9289,0.9287,0.9289,4
EURUSD,20010103,210300,0.9289,0.9289,0.9287,0.9287,4
EURUSD,20010103,210400,0.9287,0.9287,0.9285,0.9285,4
EURUSD,20010103,210500,0.9285,0.9288,0.9285,0.9288,4
EURUSD,20010103,210600,0.9288,0.9289,0.9288,0.9289,4
EURUSD,20010103,210700,0.9289,0.9290,0.9289,0.9290,4
EURUSD,20010103,210800,0.9290,0.9290,0.9289,0.9290,4
EURUSD,20010103,210900,0.9291,0.9292,0.9291,0.9292,4
EURUSD,20010103,211000,0.9292,0.9292,0.9291,0.9291,4
EURUSD,20010103,211100,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010103,211200,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010103,211300,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010103,211400,0.9290,0.9290,0.9287,0.9287,4
EURUSD,20010103,211500,0.9287,0.9287,0.9284,0.9284,4
EURUSD,20010103,211600,0.9284,0.9284,0.9283,0.9283,4
EURUSD,20010103,211700,0.9283,0.9284,0.9283,0.9283,4
EURUSD,20010103,211800,0.9282,0.9282,0.9281,0.9282,4
EURUSD,20010103,211900,0.9282,0.9282,0.9280,0.9280,4
EURUSD,20010103,212000,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,212100,0.9280,0.9280,0.9279,0.9279,4
EURUSD,20010103,212200,0.9279,0.9279,0.9279,0.9279,4
EURUSD,20010103,212300,0.9279,0.9281,0.9279,0.9280,4
EURUSD,20010103,212400,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,212500,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,212600,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,212700,0.9280,0.9280,0.9276,0.9277,4
EURUSD,20010103,212800,0.9277,0.9277,0.9276,0.9276,4
EURUSD,20010103,212900,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,213000,0.9275,0.9275,0.9275,0.9275,4
EURUSD,20010103,213100,0.9275,0.9275,0.9275,0.9275,4
EURUSD,20010103,213200,0.9275,0.9275,0.9273,0.9273,4
EURUSD,20010103,213300,0.9273,0.9274,0.9273,0.9273,4
EURUSD,20010103,213400,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,213500,0.9273,0.9274,0.9273,0.9274,4
EURUSD,20010103,213600,0.9273,0.9273,0.9272,0.9272,4
EURUSD,20010103,213700,0.9272,0.9272,0.9270,0.9270,4
EURUSD,20010103,213800,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,213900,0.9272,0.9273,0.9272,0.9273,4
EURUSD,20010103,214000,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,214100,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,214200,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,214300,0.9273,0.9274,0.9273,0.9274,4
EURUSD,20010103,214400,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,214500,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,214600,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,214700,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,214800,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,214900,0.9272,0.9273,0.9272,0.9273,4
EURUSD,20010103,215000,0.9273,0.9273,0.9272,0.9272,4
EURUSD,20010103,215100,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215300,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215400,0.9271,0.9271,0.9270,0.9270,4
EURUSD,20010103,215500,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,215700,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215800,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,220000,0.9273,0.9273,0.9271,0.9271,4
EURUSD,20010103,220100,0.9271,0.9271,0.9270,0.9270,4
EURUSD,20010103,220200,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,220300,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,220400,0.9269,0.9269,0.9268,0.9268,4
EURUSD,20010103,220500,0.9268,0.9269,0.9268,0.9269,4
EURUSD,20010103,220600,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,220700,0.9270,0.9270,0.9268,0.9268,4
EURUSD,20010103,220800,0.9268,0.9268,0.9268,0.9268,4
EURUSD,20010103,220900,0.9267,0.9268,0.9267,0.9267,4
EURUSD,20010103,221000,0.9267,0.9267,0.9267,0.9267,4
EURUSD,20010103,221100,0.9266,0.9266,0.9266,0.9266,4
EURUSD,20010103,221200,0.9266,0.9269,0.9266,0.9269,4
EURUSD,20010103,221300,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,221400,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221500,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221600,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221700,0.9271,0.9272,0.9271,0.9272,4
EURUSD,20010103,221800,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,221900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,222000,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,222100,0.9272,0.9273,0.9272,0.9273,4
EURUSD,20010103,222200,0.9273,0.9276,0.9273,0.9276,4
EURUSD,20010103,222300,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,222400,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,222500,0.9276,0.9276,0.9274,0.9274,4
EURUSD,20010103,222600,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,222700,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,222800,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,222900,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,223000,0.9273,0.9274,0.9273,0.9274,4
EURUSD,20010103,223100,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,223200,0.9275,0.9276,0.9274,0.9275,4
EURUSD,20010103,223300,0.9275,0.9275,0.9275,0.9275,4
EURUSD,20010103,223400,0.9275,0.9276,0.9275,0.9276,4
EURUSD,20010103,223500,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223600,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223700,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223800,0.9277,0.9278,0.9274,0.9274,4
EURUSD,20010103,223900,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,224000,0.9273,0.9274,0.9272,0.9274,4
EURUSD,20010103,224100,0.9273,0.9273,0.9270,0.9270,4
EURUSD,20010103,224200,0.9270,0.9270,0.9262,0.9263,4
EURUSD,20010103,224300,0.9264,0.9267,0.9264,0.9266,4
EURUSD,20010103,224400,0.9266,0.9266,0.9266,0.9266,4
EURUSD,20010103,224500,0.9265,0.9265,0.9265,0.9265,4
EURUSD,20010103,224600,0.9265,0.9265,0.9265,0.9265,4
EURUSD,20010103,224700,0.9265,0.9266,0.9265,0.9266,4
EURUSD,20010103,224800,0.9267,0.9267,0.9267,0.9267,4
EURUSD,20010103,224900,0.9267,0.9267,0.9266,0.9266,4
EURUSD,20010103,225000,0.9267,0.9269,0.9267,0.9269,4
EURUSD,20010103,225100,0.9268,0.9268,0.9266,0.9266,4
EURUSD,20010103,225200,0.9267,0.9269,0.9267,0.9269,4
EURUSD,20010103,225300,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,225400,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,225500,0.9270,0.9271,0.9270,0.9271,4
EURUSD,20010103,225600,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,225700,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,225800,0.9271,0.9272,0.9271,0.9271,4
EURUSD,20010103,225900,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,230100,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,230200,0.9271,0.9273,0.9271,0.9272,4
EURUSD,20010103,230300,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,230400,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,230500,0.9272,0.9273,0.9271,0.9272,4
EURUSD,20010103,230600,0.9271,0.9271,0.9270,0.9271,4
EURUSD,20010103,230700,0.9271,0.9271,0.9269,0.9270,4
EURUSD,20010103,230800,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,230900,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,231000,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,231200,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231300,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,231400,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231500,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,231700,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231800,0.9270,0.9272,0.9270,0.9272,4
EURUSD,20010103,231900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232000,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232100,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232200,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,232300,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,232400,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232500,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232600,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232700,0.9274,0.9275,0.9274,0.9275,4
EURUSD,20010103,232800,0.9275,0.9277,0.9275,0.9277,4
EURUSD,20010103,232900,0.9278,0.9278,0.9277,0.9277,4
EURUSD,20010103,233000,0.9277,0.9278,0.9277,0.9278,4
EURUSD,20010103,233100,0.9278,0.9278,0.9278,0.9278,4
EURUSD,20010103,233200,0.9278,0.9280,0.9278,0.9280,4
EURUSD,20010103,233300,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233400,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233500,0.9280,0.9281,0.9280,0.9281,4
EURUSD,20010103,233600,0.9281,0.9281,0.9280,0.9280,4
EURUSD,20010103,233700,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233800,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233900,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234000,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234100,0.9280,0.9281,0.9280,0.9281,4
EURUSD,20010103,234300,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234400,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234500,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234600,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234700,0.9280,0.9280,0.9279,0.9280,4
EURUSD,20010103,234800,0.9279,0.9281,0.9279,0.9281,4
EURUSD,20010103,234900,0.9281,0.9281,0.9280,0.9281,4
EURUSD,20010103,235000,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,235100,0.9281,0.9282,0.9281,0.9282,4
EURUSD,20010103,235200,0.9282,0.9285,0.9282,0.9283,4
EURUSD,20010103,235300,0.9283,0.9283,0.9282,0.9282,4
EURUSD,20010103,235400,0.9283,0.9283,0.9282,0.9282,4
EURUSD,20010103,235500,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235600,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235700,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235800,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010103,235900,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000000,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000100,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000200,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000300,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000500,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000600,0.9283,0.9286,0.9283,0.9286,4
EURUSD,20010104,000700,0.9286,0.9287,0.9286,0.9287,4
EURUSD,20010104,000800,0.9287,0.9289,0.9286,0.9289,4
EURUSD,20010104,000900,0.9289,0.9290,0.9289,0.9289,4
EURUSD,20010104,001000,0.9289,0.9290,0.9289,0.9290,4
EURUSD,20010104,001100,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,001200,0.9290,0.9295,0.9290,0.9294,4
EURUSD,20010104,001300,0.9293,0.9296,0.9293,0.9296,4
EURUSD,20010104,001400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,001500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,001600,0.9297,0.9297,0.9295,0.9296,4
EURUSD,20010104,001700,0.9295,0.9298,0.9295,0.9298,4
EURUSD,20010104,001800,0.9297,0.9301,0.9297,0.9301,4
EURUSD,20010104,001900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,002000,0.9303,0.9307,0.9303,0.9307,4
EURUSD,20010104,002100,0.9308,0.9308,0.9307,0.9307,4
EURUSD,20010104,002200,0.9306,0.9306,0.9301,0.9301,4
EURUSD,20010104,002300,0.9302,0.9303,0.9302,0.9303,4
EURUSD,20010104,002400,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,002500,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,002600,0.9303,0.9303,0.9302,0.9302,4
EURUSD,20010104,002700,0.9303,0.9303,0.9302,0.9303,4
EURUSD,20010104,002800,0.9303,0.9303,0.9301,0.9301,4
EURUSD,20010104,002900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003400,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003500,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003600,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,003700,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,003800,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004400,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004500,0.9301,0.9302,0.9301,0.9301,4
EURUSD,20010104,004600,0.9302,0.9303,0.9302,0.9303,4
EURUSD,20010104,004700,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,004800,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,004900,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005000,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005100,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,005200,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005300,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005400,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005500,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005600,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005700,0.9302,0.9302,0.9301,0.9301,4
EURUSD,20010104,005800,0.9301,0.9301,0.9299,0.9299,4
EURUSD,20010104,005900,0.9298,0.9302,0.9298,0.9301,4
EURUSD,20010104,010000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,010100,0.9301,0.9301,0.9297,0.9297,4
EURUSD,20010104,010200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010300,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011000,0.9297,0.9298,0.9297,0.9297,4
EURUSD,20010104,011100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011200,0.9296,0.9296,0.9295,0.9295,4
EURUSD,20010104,011300,0.9295,0.9295,0.9294,0.9295,4
EURUSD,20010104,011400,0.9294,0.9295,0.9294,0.9294,4
EURUSD,20010104,011500,0.9295,0.9298,0.9295,0.9297,4
EURUSD,20010104,011600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011700,0.9297,0.9299,0.9297,0.9299,4
EURUSD,20010104,011800,0.9299,0.9301,0.9299,0.9301,4
EURUSD,20010104,011900,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,012000,0.9303,0.9304,0.9303,0.9304,4
EURUSD,20010104,012100,0.9304,0.9305,0.9304,0.9304,4
EURUSD,20010104,012200,0.9304,0.9304,0.9303,0.9303,4
EURUSD,20010104,012300,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,012400,0.9304,0.9306,0.9304,0.9306,4
EURUSD,20010104,012500,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012600,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012700,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012800,0.9306,0.9306,0.9305,0.9305,4
EURUSD,20010104,012900,0.9305,0.9305,0.9305,0.9305,4
EURUSD,20010104,013000,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,013100,0.9304,0.9304,0.9299,0.9299,4
EURUSD,20010104,013200,0.9299,0.9300,0.9299,0.9299,4
EURUSD,20010104,013300,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,013400,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,013500,0.9299,0.9299,0.9296,0.9297,4
EURUSD,20010104,013600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,013700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,013800,0.9297,0.9298,0.9297,0.9298,4
EURUSD,20010104,013900,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,014000,0.9298,0.9301,0.9298,0.9301,4
EURUSD,20010104,014100,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,014200,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,014300,0.9302,0.9302,0.9299,0.9299,4
EURUSD,20010104,014400,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,014500,0.9298,0.9299,0.9297,0.9299,4
EURUSD,20010104,014600,0.9299,0.9301,0.9299,0.9301,4
EURUSD,20010104,014700,0.9301,0.9301,0.9297,0.9297,4
EURUSD,20010104,014800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,014900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,015000,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,015100,0.9297,0.9297,0.9296,0.9297,4
EURUSD,20010104,015200,0.9296,0.9296,0.9290,0.9291,4
EURUSD,20010104,015300,0.9291,0.9293,0.9291,0.9291,4
EURUSD,20010104,015400,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,015500,0.9291,0.9292,0.9291,0.9291,4
EURUSD,20010104,015600,0.9291,0.9292,0.9291,0.9292,4
EURUSD,20010104,015700,0.9293,0.9294,0.9293,0.9294,4
EURUSD,20010104,015800,0.9294,0.9295,0.9294,0.9294,4
EURUSD,20010104,015900,0.9294,0.9294,0.9293,0.9294,4
EURUSD,20010104,020000,0.9294,0.9294,0.9293,0.9293,4
EURUSD,20010104,020100,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,020200,0.9293,0.9293,0.9290,0.9290,4
EURUSD,20010104,020300,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020400,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020500,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020600,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020700,0.9290,0.9291,0.9290,0.9291,4
EURUSD,20010104,020800,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,020900,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021000,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021100,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021200,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021300,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021400,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021500,0.9292,0.9293,0.9292,0.9293,4
EURUSD,20010104,021600,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021700,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021800,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021900,0.9293,0.9294,0.9291,0.9294,4
EURUSD,20010104,022000,0.9295,0.9297,0.9295,0.9297,4
EURUSD,20010104,022100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,022200,0.9297,0.9297,0.9297,0.9297,4
